MESE,ANNO,TIPO SOGGETTO,TIPOLOGIA DI RETTIFICA,STATO DI LAVORAZIONE,TOTALE
12,2021,Residenti,RESIDENZA: CIVICO,ACCOLTA,79
12,2021,Residenti,RESIDENZA: CIVICO,IN LAVORAZIONE,68
12,2021,Residenti,RESIDENZA: CIVICO,IRRICEVIBILE,56
12,2021,Residenti,RESIDENZA: CIVICO,RESPINTA,20
12,2021,Residenti,RESIDENZA: COLORE,IN LAVORAZIONE,1
12,2021,Residenti,RESIDENZA: COMUNE,ACCOLTA,16
12,2021,Residenti,RESIDENZA: COMUNE,IN LAVORAZIONE,20
12,2021,Residenti,RESIDENZA: COMUNE,IRRICEVIBILE,21
12,2021,Residenti,RESIDENZA: COMUNE,RESPINTA,3
12,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,ACCOLTA,63
12,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IN LAVORAZIONE,61
12,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IRRICEVIBILE,55
12,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,RESPINTA,22
12,2021,Residenti,RESIDENZA: ESPONENTE1,IN LAVORAZIONE,2
12,2021,Residenti,RESIDENZA: ESPONENTE1,IRRICEVIBILE,3
12,2021,Residenti,RESIDENZA: FRAZIONE,ACCOLTA,3
12,2021,Residenti,RESIDENZA: FRAZIONE,IN LAVORAZIONE,3
12,2021,Residenti,RESIDENZA: FRAZIONE,IRRICEVIBILE,4
12,2021,Residenti,RESIDENZA: INTERNO1,ACCOLTA,14
12,2021,Residenti,RESIDENZA: INTERNO1,IN LAVORAZIONE,15
12,2021,Residenti,RESIDENZA: INTERNO1,IRRICEVIBILE,21
12,2021,Residenti,RESIDENZA: INTERNO1,RESPINTA,22
12,2021,Residenti,RESIDENZA: ISOLATO,IRRICEVIBILE,1
12,2021,Residenti,RESIDENZA: ISOLATO,RESPINTA,4
12,2021,Residenti,RESIDENZA: LETTERA,ACCOLTA,4
12,2021,Residenti,RESIDENZA: LETTERA,IN LAVORAZIONE,8
12,2021,Residenti,RESIDENZA: LETTERA,IRRICEVIBILE,5
12,2021,Residenti,RESIDENZA: PROVINCIA,ACCOLTA,11
12,2021,Residenti,RESIDENZA: PROVINCIA,IN LAVORAZIONE,8
12,2021,Residenti,RESIDENZA: PROVINCIA,IRRICEVIBILE,14
12,2021,Residenti,RESIDENZA: PROVINCIA,RESPINTA,2
12,2021,Residenti,RESIDENZA: SCALA,ACCOLTA,3
12,2021,Residenti,RESIDENZA: SCALA,IN LAVORAZIONE,5
12,2021,Residenti,RESIDENZA: SCALA,IRRICEVIBILE,8
12,2021,Residenti,RESIDENZA: SCALA,RESPINTA,9
12,2021,Residenti,RESIDENZA: SPECIE,ACCOLTA,19
12,2021,Residenti,RESIDENZA: SPECIE,IN LAVORAZIONE,16
12,2021,Residenti,RESIDENZA: SPECIE,IRRICEVIBILE,17
12,2021,Residenti,RESIDENZA: SPECIE,RESPINTA,4
12,2021,Residenti,RISOLUZIONE CONVIVENZA: LUOGOEVENTO,ACCOLTA,1
12,2021,Residenti,RISOLUZIONE CONVIVENZA: LUOGOEVENTO,IN LAVORAZIONE,1
12,2021,Residenti,RISOLUZIONE CONVIVENZA: MOTIVORISOLUZIONE,IN LAVORAZIONE,1
12,2021,Residenti,STATO CIVILE: STATOCIVILE,ACCOLTA,344
12,2021,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,301
12,2021,Residenti,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,168
12,2021,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,57
12,2021,Residenti,UNIONE CIVILE: CODICEFISCALE,ACCOLTA,2
12,2021,Residenti,UNIONE CIVILE: CODICEFISCALE,IN LAVORAZIONE,1
12,2021,Residenti,UNIONE CIVILE: DATANASCITA,ACCOLTA,1
12,2021,Residenti,UNIONE CIVILE: LUOGONASCITA,ACCOLTA,1
12,2021,Residenti,VEDOVANZA: ANNO,ACCOLTA,1
12,2021,Residenti,VEDOVANZA: DATAEVENTO,ACCOLTA,1
1,2022,AIRE,ATTO DI NASCITA: COMUNEREGISTRAZIONE,ACCOLTA,1
1,2022,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,1
1,2022,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,3
1,2022,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IRRICEVIBILE,2
1,2022,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,1
1,2022,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,3
1,2022,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,IRRICEVIBILE,2
1,2022,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,1
1,2022,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,IN LAVORAZIONE,3
1,2022,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,IRRICEVIBILE,2
1,2022,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,1
1,2022,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,3
1,2022,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,IRRICEVIBILE,2
1,2022,AIRE,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,1
1,2022,AIRE,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,3
1,2022,AIRE,CARTA DI IDENTITÀ: NUMERO,IRRICEVIBILE,2
1,2022,AIRE,LEGAME PARENTELA,ACCOLTA,5
1,2022,AIRE,LEGAME PARENTELA,IN LAVORAZIONE,3
1,2022,AIRE,LEGAME PARENTELA,RESPINTA,1
1,2022,AIRE,MATRIMONIO: CODICEFISCALE,ACCOLTA,32
1,2022,AIRE,MATRIMONIO: CODICEFISCALE,IN LAVORAZIONE,12
1,2022,AIRE,MATRIMONIO: CODICEFISCALE,IRRICEVIBILE,1
1,2022,AIRE,MATRIMONIO: CONIUGECOGNOME,ACCOLTA,18
1,2022,AIRE,MATRIMONIO: CONIUGECOGNOME,IN LAVORAZIONE,8
1,2022,AIRE,MATRIMONIO: CONIUGECOGNOME,IRRICEVIBILE,1
1,2022,AIRE,MATRIMONIO: CONIUGECOGNOME,RESPINTA,1
1,2022,AIRE,MATRIMONIO: CONIUGENOME,ACCOLTA,52
1,2022,AIRE,MATRIMONIO: CONIUGENOME,IN LAVORAZIONE,25
1,2022,AIRE,MATRIMONIO: CONIUGENOME,IRRICEVIBILE,2
1,2022,AIRE,MATRIMONIO: DATAEVENTO,ACCOLTA,2
1,2022,AIRE,MATRIMONIO: DATAEVENTO,IN LAVORAZIONE,2
1,2022,AIRE,MATRIMONIO: DATAEVENTO,IRRICEVIBILE,1
1,2022,AIRE,MATRIMONIO: DATANASCITA,ACCOLTA,52
1,2022,AIRE,MATRIMONIO: DATANASCITA,IN LAVORAZIONE,22
1,2022,AIRE,MATRIMONIO: DATANASCITA,IRRICEVIBILE,3
1,2022,AIRE,MATRIMONIO: DATANASCITA,RESPINTA,1
1,2022,AIRE,MATRIMONIO: LUOGOEVENTO,ACCOLTA,23
1,2022,AIRE,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,13
1,2022,AIRE,MATRIMONIO: LUOGOEVENTO,IRRICEVIBILE,3
1,2022,AIRE,MATRIMONIO: LUOGOEVENTO,RESPINTA,1
1,2022,AIRE,MATRIMONIO: LUOGONASCITA,ACCOLTA,53
1,2022,AIRE,MATRIMONIO: LUOGONASCITA,IN LAVORAZIONE,23
1,2022,AIRE,MATRIMONIO: LUOGONASCITA,IRRICEVIBILE,4
1,2022,AIRE,MATRIMONIO: LUOGONASCITA,RESPINTA,2
1,2022,AIRE,RESIDENZA: CAPESTERO,ACCOLTA,23
1,2022,AIRE,RESIDENZA: CAPESTERO,IN LAVORAZIONE,18
1,2022,AIRE,RESIDENZA: CAPESTERO,IRRICEVIBILE,4
1,2022,AIRE,RESIDENZA: CAPESTERO,RESPINTA,1
1,2022,AIRE,RESIDENZA: CIVICOESTERO,ACCOLTA,10
1,2022,AIRE,RESIDENZA: CIVICOESTERO,IN LAVORAZIONE,6
1,2022,AIRE,RESIDENZA: CIVICOESTERO,IRRICEVIBILE,5
1,2022,AIRE,RESIDENZA: CIVICOESTERO,RESPINTA,1
1,2022,AIRE,RESIDENZA: CONSOLATO,ACCOLTA,7
1,2022,AIRE,RESIDENZA: CONSOLATO,IN LAVORAZIONE,3
1,2022,AIRE,RESIDENZA: CONSOLATO,IRRICEVIBILE,1
1,2022,AIRE,RESIDENZA: CONSOLATO,RESPINTA,1
1,2022,AIRE,RESIDENZA: INDIRIZZOESTERO,ACCOLTA,42
1,2022,AIRE,RESIDENZA: INDIRIZZOESTERO,IN LAVORAZIONE,24
1,2022,AIRE,RESIDENZA: INDIRIZZOESTERO,IRRICEVIBILE,10
1,2022,AIRE,RESIDENZA: INDIRIZZOESTERO,RESPINTA,2
1,2022,AIRE,RESIDENZA: LOCALITAESTERA,ACCOLTA,18
1,2022,AIRE,RESIDENZA: LOCALITAESTERA,IN LAVORAZIONE,13
1,2022,AIRE,RESIDENZA: LOCALITAESTERA,IRRICEVIBILE,3
1,2022,AIRE,RESIDENZA: LOCALITAESTERA,RESPINTA,1
1,2022,AIRE,RESIDENZA: PROVINCIACONTEA,ACCOLTA,2
1,2022,AIRE,RESIDENZA: PROVINCIACONTEA,IN LAVORAZIONE,1
1,2022,AIRE,RESIDENZA: PROVINCIACONTEA,IRRICEVIBILE,1
1,2022,AIRE,RESIDENZA: STATOESTERO,ACCOLTA,6
1,2022,AIRE,RESIDENZA: STATOESTERO,IN LAVORAZIONE,3
1,2022,AIRE,RESIDENZA: STATOESTERO,IRRICEVIBILE,2
1,2022,AIRE,RESIDENZA: STATOESTERO,RESPINTA,1
1,2022,AIRE,STATO CIVILE: STATOCIVILE,ACCOLTA,25
1,2022,AIRE,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,12
1,2022,AIRE,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,3
1,2022,AIRE,STATO CIVILE: STATOCIVILE,RESPINTA,2
1,2022,AIRE,VEDOVANZA: LUOGOEVENTO,ACCOLTA,1
1,2022,Residenti,ATTO DI NASCITA: ANNO,ACCOLTA,3
1,2022,Residenti,ATTO DI NASCITA: ANNO,IN LAVORAZIONE,3
1,2022,Residenti,ATTO DI NASCITA: ANNO,IRRICEVIBILE,1
1,2022,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,ACCOLTA,4
1,2022,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,IN LAVORAZIONE,5
1,2022,Residenti,ATTO DI NASCITA: PARTE,IN LAVORAZIONE,1
1,2022,Residenti,ATTO DI NASCITA: SERIE,IN LAVORAZIONE,1
1,2022,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,28
1,2022,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,26
1,2022,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IRRICEVIBILE,3
1,2022,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,22
1,2022,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,15
1,2022,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,IRRICEVIBILE,3
1,2022,Residenti,CARTA DI IDENTITÀ: DATAANNULLAMENTO,IN LAVORAZIONE,1
1,2022,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,37
1,2022,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,IN LAVORAZIONE,27
1,2022,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,IRRICEVIBILE,4
1,2022,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,43
1,2022,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,31
1,2022,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,IRRICEVIBILE,5
1,2022,Residenti,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,40
1,2022,Residenti,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,29
1,2022,Residenti,CARTA DI IDENTITÀ: NUMERO,IRRICEVIBILE,4
1,2022,Residenti,CONVIVENZA DI FATTO: LUOGOEVENTO,IN LAVORAZIONE,1
1,2022,Residenti,DIVORZIO: ANNO,IN LAVORAZIONE,1
1,2022,Residenti,DIVORZIO: AUTORITA,IN LAVORAZIONE,2
1,2022,Residenti,DIVORZIO: COMUNEREGISTRAZIONE,IN LAVORAZIONE,1
1,2022,Residenti,DIVORZIO: DATAFORMAZIONEATTO,ACCOLTA,1
1,2022,Residenti,DIVORZIO: DATAFORMAZIONEATTO,IN LAVORAZIONE,1
1,2022,Residenti,DIVORZIO: DATASENTENZA,ACCOLTA,4
1,2022,Residenti,DIVORZIO: DATASENTENZA,IN LAVORAZIONE,3
1,2022,Residenti,DIVORZIO: NUMEROATTO,IN LAVORAZIONE,1
1,2022,Residenti,DIVORZIO: NUMEROSENTENZA,ACCOLTA,2
1,2022,Residenti,DIVORZIO: NUMEROSENTENZA,IN LAVORAZIONE,3
1,2022,Residenti,DIVORZIO: PARTE,ACCOLTA,1
1,2022,Residenti,DIVORZIO: PARTE,IN LAVORAZIONE,1
1,2022,Residenti,DIVORZIO: SERIE,ACCOLTA,1
1,2022,Residenti,DIVORZIO: SERIE,IN LAVORAZIONE,1
1,2022,Residenti,DIVORZIO: TIPOCESSAZIONE,ACCOLTA,2
1,2022,Residenti,DIVORZIO: TIPOCESSAZIONE,IN LAVORAZIONE,3
1,2022,Residenti,DIVORZIO: TIPOCESSAZIONE,RESPINTA,1
1,2022,Residenti,DIVORZIO: TIPOTRIBUNALE,ACCOLTA,2
1,2022,Residenti,DIVORZIO: TIPOTRIBUNALE,IN LAVORAZIONE,2
1,2022,Residenti,GENERALITÀ: CODICEFISCALE,ACCOLTA,2
1,2022,Residenti,GENERALITÀ: CODICEFISCALE,IN LAVORAZIONE,4
1,2022,Residenti,GENERALITÀ: CODICEFISCALE,IRRICEVIBILE,1
1,2022,Residenti,GENERALITÀ: COGNOME,ACCOLTA,11
1,2022,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,2
1,2022,Residenti,GENERALITÀ: COGNOME,IRRICEVIBILE,4
1,2022,Residenti,GENERALITÀ: COGNOME,RESPINTA,1
1,2022,Residenti,GENERALITÀ: DATANASCITA,ACCOLTA,2
1,2022,Residenti,GENERALITÀ: DATANASCITA,IN LAVORAZIONE,3
1,2022,Residenti,GENERALITÀ: DATANASCITA,IRRICEVIBILE,1
1,2022,Residenti,GENERALITÀ: LUOGONASCITA,ACCOLTA,15
1,2022,Residenti,GENERALITÀ: LUOGONASCITA,IN LAVORAZIONE,3
1,2022,Residenti,GENERALITÀ: LUOGONASCITA,IRRICEVIBILE,1
1,2022,Residenti,GENERALITÀ: LUOGONASCITA,RESPINTA,3
1,2022,Residenti,GENERALITÀ: NOME,ACCOLTA,5
1,2022,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,4
1,2022,Residenti,GENERALITÀ: NOME,IRRICEVIBILE,4
1,2022,Residenti,GENERALITÀ: NOME,RESPINTA,1
1,2022,Residenti,GENERALITÀ: SESSO,ACCOLTA,2
1,2022,Residenti,GENERALITÀ: SESSO,IN LAVORAZIONE,2
1,2022,Residenti,LEGAME PARENTELA,ACCOLTA,256
1,2022,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,150
1,2022,Residenti,LEGAME PARENTELA,IRRICEVIBILE,83
1,2022,Residenti,LEGAME PARENTELA,RESPINTA,29
1,2022,Residenti,MATRIMONIO: CODICEFISCALE,ACCOLTA,62
1,2022,Residenti,MATRIMONIO: CODICEFISCALE,IN LAVORAZIONE,41
1,2022,Residenti,MATRIMONIO: CODICEFISCALE,IRRICEVIBILE,11
1,2022,Residenti,MATRIMONIO: CONIUGECOGNOME,ACCOLTA,26
1,2022,Residenti,MATRIMONIO: CONIUGECOGNOME,IN LAVORAZIONE,14
1,2022,Residenti,MATRIMONIO: CONIUGECOGNOME,IRRICEVIBILE,5
1,2022,Residenti,MATRIMONIO: CONIUGENOME,ACCOLTA,22
1,2022,Residenti,MATRIMONIO: CONIUGENOME,IN LAVORAZIONE,16
1,2022,Residenti,MATRIMONIO: CONIUGENOME,IRRICEVIBILE,7
1,2022,Residenti,MATRIMONIO: DATAEVENTO,ACCOLTA,35
1,2022,Residenti,MATRIMONIO: DATAEVENTO,IN LAVORAZIONE,33
1,2022,Residenti,MATRIMONIO: DATAEVENTO,IRRICEVIBILE,9
1,2022,Residenti,MATRIMONIO: DATANASCITA,ACCOLTA,63
1,2022,Residenti,MATRIMONIO: DATANASCITA,IN LAVORAZIONE,35
1,2022,Residenti,MATRIMONIO: DATANASCITA,IRRICEVIBILE,11
1,2022,Residenti,MATRIMONIO: LUOGOEVENTO,ACCOLTA,31
1,2022,Residenti,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,14
1,2022,Residenti,MATRIMONIO: LUOGOEVENTO,IRRICEVIBILE,11
1,2022,Residenti,MATRIMONIO: LUOGONASCITA,ACCOLTA,74
1,2022,Residenti,MATRIMONIO: LUOGONASCITA,IN LAVORAZIONE,37
1,2022,Residenti,MATRIMONIO: LUOGONASCITA,IRRICEVIBILE,14
1,2022,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,ACCOLTA,13
1,2022,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,IN LAVORAZIONE,3
1,2022,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,IRRICEVIBILE,7
1,2022,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,RESPINTA,5
1,2022,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,ACCOLTA,51
1,2022,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,IN LAVORAZIONE,19
1,2022,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,IRRICEVIBILE,31
1,2022,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,RESPINTA,10
1,2022,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,ACCOLTA,43
1,2022,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,IN LAVORAZIONE,13
1,2022,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,IRRICEVIBILE,28
1,2022,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,RESPINTA,8
1,2022,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,ACCOLTA,26
1,2022,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,IN LAVORAZIONE,5
1,2022,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,IRRICEVIBILE,10
1,2022,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,RESPINTA,11
1,2022,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,ACCOLTA,50
1,2022,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,IN LAVORAZIONE,14
1,2022,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,IRRICEVIBILE,29
1,2022,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,RESPINTA,9
1,2022,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,ACCOLTA,14
1,2022,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,IN LAVORAZIONE,6
1,2022,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,IRRICEVIBILE,8
1,2022,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,RESPINTA,5
1,2022,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,ACCOLTA,23
1,2022,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,IN LAVORAZIONE,8
1,2022,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,IRRICEVIBILE,13
1,2022,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,RESPINTA,5
1,2022,Residenti,RESIDENZA: CAP,ACCOLTA,47
1,2022,Residenti,RESIDENZA: CAP,IN LAVORAZIONE,33
1,2022,Residenti,RESIDENZA: CAP,IRRICEVIBILE,41
1,2022,Residenti,RESIDENZA: CAP,RESPINTA,18
1,2022,Residenti,RESIDENZA: CAPESTERO,ACCOLTA,1
1,2022,Residenti,RESIDENZA: CAPESTERO,IRRICEVIBILE,1
1,2022,Residenti,RESIDENZA: CAPESTERO,RESPINTA,1
1,2022,Residenti,RESIDENZA: CIVICO,ACCOLTA,97
1,2022,Residenti,RESIDENZA: CIVICO,IN LAVORAZIONE,117
1,2022,Residenti,RESIDENZA: CIVICO,IRRICEVIBILE,77
1,2022,Residenti,RESIDENZA: CIVICO,RESPINTA,22
1,2022,Residenti,RESIDENZA: CIVICOESTERO,IRRICEVIBILE,1
1,2022,Residenti,RESIDENZA: COMUNE,ACCOLTA,24
1,2022,Residenti,RESIDENZA: COMUNE,IN LAVORAZIONE,28
1,2022,Residenti,RESIDENZA: COMUNE,IRRICEVIBILE,25
1,2022,Residenti,RESIDENZA: COMUNE,RESPINTA,4
1,2022,Residenti,RESIDENZA: CONSOLATO,ACCOLTA,1
1,2022,Residenti,RESIDENZA: CONSOLATO,IRRICEVIBILE,1
1,2022,Residenti,RESIDENZA: CONSOLATO,RESPINTA,1
1,2022,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,ACCOLTA,77
1,2022,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IN LAVORAZIONE,83
1,2022,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IRRICEVIBILE,73
1,2022,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,RESPINTA,23
1,2022,Residenti,RESIDENZA: ESPONENTE1,ACCOLTA,4
1,2022,Residenti,RESIDENZA: ESPONENTE1,IN LAVORAZIONE,5
1,2022,Residenti,RESIDENZA: ESPONENTE1,IRRICEVIBILE,3
1,2022,Residenti,RESIDENZA: FRAZIONE,ACCOLTA,5
1,2022,Residenti,RESIDENZA: FRAZIONE,IN LAVORAZIONE,1
1,2022,Residenti,RESIDENZA: FRAZIONE,IRRICEVIBILE,4
1,2022,Residenti,RESIDENZA: FRAZIONE,RESPINTA,1
1,2022,Residenti,RESIDENZA: INDIRIZZOESTERO,ACCOLTA,1
1,2022,Residenti,RESIDENZA: INDIRIZZOESTERO,IRRICEVIBILE,1
1,2022,Residenti,RESIDENZA: INDIRIZZOESTERO,RESPINTA,1
1,2022,Residenti,RESIDENZA: INTERNO1,ACCOLTA,29
1,2022,Residenti,RESIDENZA: INTERNO1,IN LAVORAZIONE,14
1,2022,Residenti,RESIDENZA: INTERNO1,IRRICEVIBILE,23
1,2022,Residenti,RESIDENZA: INTERNO1,RESPINTA,24
1,2022,Residenti,RESIDENZA: INTERNO2,IRRICEVIBILE,1
1,2022,Residenti,RESIDENZA: LETTERA,ACCOLTA,4
1,2022,Residenti,RESIDENZA: LETTERA,IN LAVORAZIONE,8
1,2022,Residenti,RESIDENZA: LETTERA,IRRICEVIBILE,1
1,2022,Residenti,RESIDENZA: LOCALITAESTERA,ACCOLTA,1
1,2022,Residenti,RESIDENZA: LOCALITAESTERA,IRRICEVIBILE,1
1,2022,Residenti,RESIDENZA: LOCALITAESTERA,RESPINTA,1
1,2022,Residenti,RESIDENZA: PROVINCIA,ACCOLTA,12
1,2022,Residenti,RESIDENZA: PROVINCIA,IN LAVORAZIONE,15
1,2022,Residenti,RESIDENZA: PROVINCIA,IRRICEVIBILE,18
1,2022,Residenti,RESIDENZA: PROVINCIA,RESPINTA,4
1,2022,Residenti,RESIDENZA: PROVINCIACONTEA,IRRICEVIBILE,1
1,2022,Residenti,RESIDENZA: SCALA,ACCOLTA,13
1,2022,Residenti,RESIDENZA: SCALA,IN LAVORAZIONE,3
1,2022,Residenti,RESIDENZA: SCALA,IRRICEVIBILE,5
1,2022,Residenti,RESIDENZA: SCALA,RESPINTA,7
1,2022,Residenti,RESIDENZA: SCALAESTERNA,IN LAVORAZIONE,1
1,2022,Residenti,RESIDENZA: SCALAESTERNA,IRRICEVIBILE,1
1,2022,Residenti,RESIDENZA: SPECIE,ACCOLTA,19
1,2022,Residenti,RESIDENZA: SPECIE,IN LAVORAZIONE,22
1,2022,Residenti,RESIDENZA: SPECIE,IRRICEVIBILE,26
1,2022,Residenti,RESIDENZA: SPECIE,RESPINTA,8
1,2022,Residenti,RESIDENZA: STATOESTERO,ACCOLTA,1
1,2022,Residenti,RESIDENZA: STATOESTERO,IRRICEVIBILE,1
1,2022,Residenti,RESIDENZA: STATOESTERO,RESPINTA,1
1,2022,Residenti,RISOLUZIONE CONVIVENZA: MOTIVORISOLUZIONE,ACCOLTA,1
1,2022,Residenti,STATO CIVILE: STATOCIVILE,ACCOLTA,446
1,2022,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,350
1,2022,Residenti,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,201
1,2022,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,79
1,2022,Residenti,UNIONE CIVILE: ANNO,ACCOLTA,1
1,2022,Residenti,UNIONE CIVILE: CODICEFISCALE,ACCOLTA,5
1,2022,Residenti,UNIONE CIVILE: COMUNEREGISTRAZIONE,ACCOLTA,1
1,2022,Residenti,UNIONE CIVILE: CONIUGENOME,ACCOLTA,1
1,2022,Residenti,UNIONE CIVILE: DATAFORMAZIONEATTO,ACCOLTA,2
1,2022,Residenti,UNIONE CIVILE: DATANASCITA,ACCOLTA,4
1,2022,Residenti,UNIONE CIVILE: LUOGOEVENTO,ACCOLTA,1
1,2022,Residenti,UNIONE CIVILE: LUOGONASCITA,ACCOLTA,3
1,2022,Residenti,UNIONE CIVILE: NUMEROATTO,ACCOLTA,1
1,2022,Residenti,UNIONE CIVILE: PARTE,ACCOLTA,1
1,2022,Residenti,VEDOVANZA: ANNO,ACCOLTA,1
1,2022,Residenti,VEDOVANZA: DATAEVENTO,ACCOLTA,1
1,2022,Residenti,VEDOVANZA: LUOGOEVENTO,ACCOLTA,1
2,2022,AIRE,ATTO DI NASCITA: COMUNEREGISTRAZIONE,ACCOLTA,1
2,2022,AIRE,ATTO DI NASCITA: COMUNEREGISTRAZIONE,IN LAVORAZIONE,1
2,2022,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,4
2,2022,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,2
2,2022,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,3
2,2022,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,2
2,2022,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,4
2,2022,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,IN LAVORAZIONE,2
2,2022,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,4
2,2022,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,2
2,2022,AIRE,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,4
2,2022,AIRE,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,2
2,2022,AIRE,DIVORZIO: ANNO,ACCOLTA,1
2,2022,AIRE,DIVORZIO: AUTORITA,ACCOLTA,1
